Year,Country,LOCATION,STATISTICS,Reference Statistics,UNIT_MEASURE,Unit of measurement,TIME,Value,Flag Codes,Flags
2009,Czech Republic,CZE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2009,1754034.0,,
2009,Denmark,DNK,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2009,1722142.5,,
2009,Denmark,DNK,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2009,973636.0,,
2009,Finland,FIN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2009,181747.0,,
2009,Finland,FIN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2009,98310.0,,
2009,France,FRA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2009,1936422.0,,
2009,France,FRA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2009,1106701.0,,
2009,Hungary,HUN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2009,26520776.0,,
2009,Hungary,HUN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2009,13408649.0,,
2009,Iceland,ISL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2009,1626390.8,,
2009,Iceland,ISL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2009,871375.75,,
2009,Italy,ITA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2009,1577255.9,,
2009,Italy,ITA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2009,806150.0,,
2009,Japan,JPN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2009,494938400.0,,
2009,Japan,JPN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2009,199530496.0,,
2009,Korea,KOR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2009,1205347712.0,,
2009,Korea,KOR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2009,389086912.0,,
2009,Netherlands,NLD,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2009,624842.0,,
2009,Netherlands,NLD,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2009,299259.0,,
2009,New Zealand,NZL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2009,194306.0,,
2009,New Zealand,NZL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2009,81535.891,,
2009,Norway,NOR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2009,1963405.0,,
2009,Norway,NOR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2009,1129245.0,,
2009,Poland,POL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2009,1372025.0,,
2009,Poland,POL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2009,617599.0,,
2009,Portugal,PRT,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2009,175416.44,,
2009,Portugal,PRT,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2009,88099.367,,
2009,Slovak Republic,SVK,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2009,64095.52,,
2009,Slovak Republic,SVK,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2009,28463.26,,
2009,Sweden,SWE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2009,3341167.0,,
2009,Sweden,SWE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2009,1750325.0,,
2009,Switzerland,CHE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2009,603039.06,,
2009,Switzerland,CHE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2009,197131.47,,
2009,Türkiye,TUR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2009,1006372.5,,
2009,Türkiye,TUR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2009,379574.03,,
2009,United Kingdom,GBR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2009,1551882.0,,
2009,United Kingdom,GBR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2009,732360.0,,
2009,United States,USA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2009,14478067.0,,
2009,United States,USA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2009,6253857.0,,
2009,India,IND,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2009,62812624.0,,
2009,India,IND,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2009,18171650.0,,
2009,Lithuania,LTU,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2009,26897.016,,
2009,Lithuania,LTU,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2009,12090.59,,
2009,Slovenia,SVN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2009,36254.926,,
2009,Slovenia,SVN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2009,17895.779,,
2009,Croatia,HRV,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2009,44409.41,,
2009,Croatia,HRV,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2009,22253.053,,
2010,Belgium,BEL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2010,363140.09,,
2010,Belgium,BEL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2010,195653.59,,
2010,Canada,CAN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2010,1666048.0,,
2010,Canada,CAN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2010,731454.0,,
2010,Czech Republic,CZE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2010,3992870.0,,
2010,Czech Republic,CZE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2010,1742089.0,,
2010,Denmark,DNK,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2010,1810925.6,,
2010,Denmark,DNK,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2010,1026310.0,,
2010,Finland,FIN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2010,188143.0,,
2010,Finland,FIN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2010,101422.0,,
2010,France,FRA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2010,1995289.0,,
2010,France,FRA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2010,1134956.0,,
2010,Hungary,HUN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2010,27485092.0,,
2010,Hungary,HUN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2010,13416291.0,,
2010,Iceland,ISL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2010,1680967.0,,
2010,Iceland,ISL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2010,820241.56,,
2010,Italy,ITA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2010,1611279.4,,
2010,Italy,ITA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2010,804476.0,,
2010,Japan,JPN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2010,505530592.0,,
2010,Japan,JPN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2010,198926096.0,,
2010,Korea,KOR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2010,1322611200.0,,
2010,Korea,KOR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2010,391488896.0,,
2010,Netherlands,NLD,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2010,639187.0,,
2010,Netherlands,NLD,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2010,307878.0,,
2010,New Zealand,NZL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2010,203342.0,,
2010,New Zealand,NZL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2010,96910.266,,
2010,Norway,NOR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2010,2075343.0,,
2010,Norway,NOR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2010,1176282.0,,
2010,Poland,POL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2010,1434368.0,,
2010,Poland,POL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2010,663318.0,,
2010,Portugal,PRT,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2010,179610.78,,
2010,Portugal,PRT,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2010,93215.563,,
2010,Slovak Republic,SVK,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2010,68764.945,,
2010,Slovak Republic,SVK,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2010,28977.68,,
2010,Sweden,SWE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2010,3573581.0,,
2010,Sweden,SWE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2010,1802629.0,,
2010,Switzerland,CHE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2010,624545.13,,
2010,Switzerland,CHE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2010,202123.41,,
2010,Türkiye,TUR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2010,1167664.5,,
2010,Türkiye,TUR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2010,412300.06,,
2010,United Kingdom,GBR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2010,1612381.0,,
2010,United Kingdom,GBR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2010,760093.0,,
2010,United States,USA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2010,15048970.0,,
2010,United States,USA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2010,6472653.5,,
2010,India,IND,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2010,75479112.0,,
2010,India,IND,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2010,21365300.0,,
2010,Lithuania,LTU,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2010,28033.832,,
2010,Lithuania,LTU,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2010,11881.4,,
2010,Slovenia,SVN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2010,36363.91,,
2010,Slovenia,SVN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2010,18245.939,,
2010,Croatia,HRV,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2010,44273.117,,
2010,Croatia,HRV,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2010,21535.223,,
2011,Belgium,BEL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2011,375967.81,,
2011,Belgium,BEL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2011,207926.91,,
2011,Canada,CAN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2011,1774063.0,,
2011,Canada,CAN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2011,751910.0,,
2011,Czech Republic,CZE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2011,4062323.0,,
2011,Czech Republic,CZE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2011,1754422.0,,
2011,Denmark,DNK,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2011,1846853.6,,
2011,Denmark,DNK,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2011,1042167.0,,
2011,Finland,FIN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2011,197998.0,,
2011,Finland,FIN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2011,106241.0,,
2011,France,FRA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2011,2058369.0,,
2011,France,FRA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2011,1158670.0,,
2011,Hungary,HUN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2011,28538202.0,,
2011,Hungary,HUN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2011,14001014.0,,
2011,Iceland,ISL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2011,1765008.6,,
2011,Iceland,ISL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2011,891960.31,,
2011,Italy,ITA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2011,1648755.8,,
2011,Italy,ITA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2011,810766.0,,
2011,Japan,JPN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2011,497448896.0,,
2011,Japan,JPN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2011,200115600.0,,
2011,Korea,KOR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2011,1388937216.0,,
2011,Korea,KOR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2011,422020000.0,,
2011,Netherlands,NLD,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2011,650359.0,,
2011,Netherlands,NLD,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2011,306631.0,,
2011,New Zealand,NZL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2011,213025.0,,
2011,New Zealand,NZL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2011,93311.055,,
2011,Norway,NOR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2011,2158545.0,,
2011,Norway,NOR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2011,1233895.0,,
2011,Poland,POL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2011,1553641.0,,
2011,Poland,POL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2011,690053.0,,
2011,Portugal,PRT,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2011,176096.17,,
2011,Portugal,PRT,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2011,88088.25,,
2011,Slovak Republic,SVK,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2011,71785.844,,
2011,Slovak Republic,SVK,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2011,29686.66,,
2011,Sweden,SWE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2011,3727905.0,,
2011,Sweden,SWE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2011,1856123.0,,
2011,Switzerland,CHE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2011,635738.75,,
2011,Switzerland,CHE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2011,205752.13,,
2011,Türkiye,TUR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2011,1404927.6,,
2011,Türkiye,TUR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2011,468157.0,,
2011,United Kingdom,GBR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2011,1664211.0,,
2011,United Kingdom,GBR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2011,759517.0,,
2011,United States,USA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2011,15599731.0,,
2011,United States,USA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2011,6535058.5,,
2011,India,IND,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2011,87363288.0,,
2011,India,IND,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2011,24147720.0,,
2011,Lithuania,LTU,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2011,31317.168,,
2011,Lithuania,LTU,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2011,13319.67,,
2011,Slovenia,SVN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2011,37058.57,,
2011,Slovenia,SVN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2011,18846.67,,
2011,Croatia,HRV,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2011,44972.551,,
2011,Croatia,HRV,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2011,21762.904,,
2012,Belgium,BEL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2012,386174.69,,
2012,Belgium,BEL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2012,218102.09,,
2012,Canada,CAN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2012,1827201.0,,
2012,Canada,CAN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2012,762378.0,,
2012,Czech Republic,CZE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2012,4088912.0,,
2012,Czech Republic,CZE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2012,1826725.0,,
2012,Denmark,DNK,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2012,1895002.3,,
2012,Denmark,DNK,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2012,1098247.0,,
2012,Finland,FIN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2012,201037.0,,
2012,Finland,FIN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2012,111456.0,,
2012,France,FRA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2012,2088804.0,,
2012,France,FRA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2012,1192859.0,,
2012,Hungary,HUN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2012,28996632.0,,
2012,Hungary,HUN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2012,14241938.0,,
2012,Iceland,ISL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2012,1845159.8,,
2012,Iceland,ISL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2012,880734.63,,
2012,Italy,ITA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2012,1624358.8,,
2012,Italy,ITA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2012,821764.0,,
2012,Japan,JPN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2012,500474688.0,,
2012,Japan,JPN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2012,201286496.0,,
2012,Korea,KOR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2012,1440111360.0,,
2012,Korea,KOR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2012,443590688.0,,
2012,Netherlands,NLD,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2012,652966.0,,
2012,Netherlands,NLD,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2012,307043.0,,
2012,New Zealand,NZL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2012,217489.0,,
2012,New Zealand,NZL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2012,92158.508,,
2012,Norway,NOR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2012,2294241.0,,
2012,Norway,NOR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2012,1283758.0,,
2012,Poland,POL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2012,1612739.0,,
2012,Poland,POL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2012,700438.0,,
2012,Portugal,PRT,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2012,168295.56,,
2012,Portugal,PRT,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2012,82277.773,,
2012,Slovak Republic,SVK,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2012,73649.258,,
2012,Slovak Republic,SVK,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2012,30276.369,,
2012,Sweden,SWE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2012,3743086.0,,
2012,Sweden,SWE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2012,1908794.0,,
2012,Switzerland,CHE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2012,643645.56,,
2012,Switzerland,CHE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2012,210401.91,,
2012,Türkiye,TUR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2012,1581479.3,,
2012,Türkiye,TUR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2012,525251.81,,
2012,United Kingdom,GBR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2012,1713241.0,,
2012,United Kingdom,GBR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2012,779782.0,,
2012,United States,USA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2012,16253970.0,,
2012,United States,USA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2012,6515363.5,,
2012,India,IND,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2012,99440128.0,,
2012,India,IND,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2012,27210650.0,,
2012,Lithuania,LTU,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2012,33410.164,,
2012,Lithuania,LTU,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2012,12088.49,,
2012,Slovenia,SVN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2012,36253.273,,
2012,Slovenia,SVN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2012,17892.631,,
2012,Croatia,HRV,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2012,44545.426,,
2012,Croatia,HRV,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2012,21506.043,,
2013,Belgium,BEL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2013,392880.0,,
2013,Belgium,BEL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2013,220469.59,,
2013,Canada,CAN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2013,1902247.0,,
2013,Canada,CAN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2013,775580.0,,
2013,Czech Republic,CZE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2013,4142811.0,,
2013,Czech Republic,CZE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2013,1766916.0,,
2013,Denmark,DNK,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2013,1929677.0,,
2013,Denmark,DNK,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2013,1077153.0,,
2013,Finland,FIN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2013,204321.0,,
2013,Finland,FIN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2013,116102.0,,
2013,France,FRA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2013,2117189.0,,
2013,France,FRA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2013,1211621.0,,
2013,Hungary,HUN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2013,30351904.0,,
2013,Hungary,HUN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2013,15194728.0,,
2013,Iceland,ISL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2013,1970145.8,,
2013,Iceland,ISL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2013,905603.5,,
2013,Italy,ITA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2013,1612751.3,,
2013,Italy,ITA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2013,821721.0,,
2013,Japan,JPN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2013,508700608.0,,
2013,Japan,JPN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2013,205269600.0,,
2013,Korea,KOR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2013,1500819072.0,,
2013,Korea,KOR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2013,452201408.0,,
2013,Netherlands,NLD,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2013,660463.0,,
2013,Netherlands,NLD,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2013,309368.0,,
2013,New Zealand,NZL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2013,232792.0,,
2013,New Zealand,NZL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2013,94147.398,,
2013,Norway,NOR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2013,2418891.0,,
2013,Norway,NOR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2013,1363864.0,,
2013,Poland,POL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2013,1630126.0,,
2013,Poland,POL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2013,707719.0,,
2013,Portugal,PRT,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2013,170492.27,,
2013,Portugal,PRT,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2013,85112.25,,
2013,Slovak Republic,SVK,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2013,74492.797,,
2013,Slovak Republic,SVK,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2013,31640.25,,
2013,Sweden,SWE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2013,3822671.0,,
2013,Sweden,SWE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2013,1974766.0,,
2013,Switzerland,CHE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2013,654611.69,,
2013,Switzerland,CHE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2013,220141.7,,
2013,Türkiye,TUR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2013,1823427.4,,
